,score,tweet
6300,2.0,"Beautiful
"
6301,2.0,"Tweet
"
6302,2.0,"Alive
"
6303,2.0,"Day Trading
"
6304,2.0,"tweet.
"
6305,2.0,"up late catching up on homework...
"
6306,2.0,"I am a Doctor now
"
6307,2.0,"""""""loose cattle still in the roadway""""""
"
6308,2.0,"got game like EA.
"
6309,2.0,"Waiting for next appointment to start
"
6310,2.0,"just got home from work
"
6311,2.0,"taking a late lunch
"
6312,2.0,"I should be working, but....
"
6313,2.0,"trying to get some dev done :(
"
6314,2.0,"Waiting for my wife to awaken to go shopping
"
6315,2.0,"Going to the gym
"
6316,2.0,"is sleeping
"
6317,2.0,"I FROM IRAN
"
6318,2.0,"""""""Dressed to Depress""""""
"
6319,2.0,"production team is famous again!!!  http://tinyurl.com/635ev6
"
6320,2.0,"Resting after work
"
6321,2.0,"trying to survive this sluggish economy
"
6322,2.0,"Glad my head is back in one piece after feeling like it split in two yesterday
"
6323,2.0,"wanna go home now :(
"
6324,2.0,"Is Lite railing
"
6325,2.0,"is breathing
"
6326,2.0,"Я, кстати, теперь крутой водила с правами. Со второго раза.
"
6327,2.0,"wondering why I seem to have class with all the same stupid people semester after semester.
"
6328,2.0,"getting ready to go to bed
"
6329,2.0,"watching monday night football
"
6330,2.0,"Watching Monday Night Football
"
6331,2.0,"Watching Monday night football
"
6332,2.0,"Oh My God! I saw her too.
"
6333,2.0,"Heading to Mississippi. West on I-10. Enjoying the honeymoon!
"
6334,2.0,"trying to buy a new car because someone stole mine!
"
6335,2.0,"now in office
"
6336,2.0,"Taking my turn in the barrel...
"
6337,2.0,"working all day
"
6338,2.0,"staring the day with a coffee & a super marketing concept
"
6339,2.0,"Just feeling the glory of the Lord today!
"
6340,2.0,"Will
"
6341,2.0,"waiting to start a conference call
"
6342,2.0,"Working from the shed in the fog.
"
6343,2.0,"can't believe people want to be so informed about other people 24/7!
"
6344,2.0,"got water.
"
6345,2.0,"In traffic
"
6346,2.0,"%u5de5%u4f5c in Financial District http://tinyurl.com/6ynk5a
"
6347,2.0,"doubt it, you never get over anything.  if you had, you wouldn't have brought it up AGAIN!
"
6348,2.0,"GETTING READY TO GO....
"
6349,2.0,"trying to get some work done by itself.
"
6350,2.0,"is being uncharacteristically productive
"
6351,2.0,"Is it June yet?
"
6352,2.0,"working at my desk
"
6353,2.0,"I like cheese
"
6354,2.0,"Ready to go enjoy a very rare Monday night yoga class.
"
6355,2.0,"waiting for lunch^^
"
6356,2.0,"Doing homework, in the library
"
6357,2.0,"making money
"
6358,2.0,"broadway news
"
6359,2.0,"NEWS
"
6360,2.0,"Austin news?
"
6361,2.0,"I got a blackberry curve! :D
"
6362,2.0,"is at home
"
6363,2.0,"is At Home
"
6364,2.0,"is at home.
"
6365,2.0,"is  admiring the hawk scanning the area outside.
"
6366,2.0,"nothing, waiting for the KeyNote tomorrow!
"
6367,2.0,"looking at my computer
"
6368,2.0,"u
"
6369,2.0,"job
"
6370,2.0,"Job
"
6371,2.0,"Right now?? Laundry.
"
6372,2.0,"about to go to a meeting. then study. yaya
"
6373,2.0,"not a twitterer.
"
6374,2.0,"trying to unclog his head
"
6375,2.0,"Fighting a cold with hot green tea and diet coke!
"
6376,2.0,"Waiting in suspense for what this stupid hurricane is going to do
"
6377,2.0,"doesn't like to leave her bed. period.
"
6378,2.0,"don't know
"
6379,2.0,"The Matrix is like a virtual server for the human brain!
"
6380,2.0,"I am sleepy
"
6381,2.0,"I now have a picture - better late than never
"
6382,2.0,"i am working
"
6383,2.0,"I am working
"
6384,2.0,"Is it summer again yet?
"
6385,2.0,"sleeping
"
6386,2.0,"sleeping
"
6387,2.0,"sleeping
"
6388,2.0,"Sleeping!
"
6389,2.0,"sleeping
"
6390,2.0,"Sleeping
"
6391,2.0,"sleeping
"
6392,2.0,"Think I need a remote holster
"
6393,2.0,"Working at MAC Group, writing about photography; love the people and the job!
"
6394,2.0,"池の白鳥写メして、よく見たら、オマルやった
"
6395,2.0,"淋しくなったら、電車に向かって「メーテル！」って叫ぶ
"
6396,2.0,"http://tinyurl.com/5kr2rg
"
6397,2.0,"今、食べ物を買うのはスーパへ行くと思う。 終わりました.
"
6398,2.0,"ลงรูปทำไงอ้ะงับ
"
6399,2.0,"http://tinyurl.com/66xgen
"
6400,2.0,"http://ping.fm/4zPMM
"
6401,2.0,"Silence
"
6402,2.0,"狂言回し
"
6403,2.0,"scrabble
"
6404,2.0,"dodo
"
6405,2.0,"沒事做...想逛ㄍ老街沒得逛,頓時覺得淡水真繁華,ㄎㄎ....
"
6406,2.0,"http://twitpic.com/as1m
"
6407,2.0,"フィギュア買いたい
"
6408,2.0,"@ BES
"
6409,2.0,"debating
"
6410,2.0,"designer
"
6411,2.0,"话说。。。今天中午本来说眯一下下，然后不小心就睡死掉了。OTZZ。今天下午的课很重要的说。晚上去看看吧，阿门，不知道有没有点名，如果是新内容我得把重点背下来，然后下课件看一看�
"
6412,2.0,"http://twitpic.com/ayi9
"
6413,2.0,"www.w8dry.th8.us
"
6414,2.0,"東京の天気予報(東京地方 10日11時発表):今日:晴のち曇(最高気温29度)明日:曇のち雨(最高気温21度)明後日:曇時々雨(最高気温21度)
"
6415,2.0,"よかった…すぐ動いてくれて… *MZ3*
"
6416,2.0,"http://twitpic.com/ayb0
"
6417,2.0,"我還在喔！
"
6418,2.0,"nadir
"
6419,2.0,"""唔知點解會成日""""click""""親...""
"
6420,2.0,"。。。
"
6421,2.0,"перебирая можевеловые четки
"
6422,2.0,"アラビア　パッ＝やすめ！　テアトン=きをつけ！　ジャッ テーオ=前に習え
"
6423,2.0,"одинокий
"
6424,2.0,"ad
"
6425,2.0,"MO
"
6426,2.0,"なにこの過ごしやすい気候。気持ちよすぎてヘブン状態。
"
6427,2.0,"イクラちゃん＝小栗旬という発想に笑ってしまいました．明日からのCM． イクラちゃんイケメン過ぎ．
"
6428,2.0,"http://tinyurl.com/5btryo
"
6429,2.0,"仕事ちゅうだお
"
6430,2.0,"teste
"
6431,2.0,"世の中ひでーおにゃのこもいますなー
"
6432,2.0,"http://tinyurl.com/5gpwd6
"
6433,2.0,"byron17@bellsouth.net
"
6434,2.0,"あかん、ちからはいらん
"
6435,2.0,"FUTUREが楽しそう。チケットも前売りが買えそう。
"
6436,2.0,"想學人家很沒水準的罵髒話
"
6437,2.0,"気がつくとノーザンクロス口ずさんでる。しかし鼻歌にはとことん向かない曲だ…
"
6438,2.0,"http://tinyurl.com/55nn9w
"
6439,2.0,"前方5メートル
"
6440,2.0,"trading
"
6441,2.0,"っつーか、どうなの？
"
6442,2.0,"available
"
6443,2.0,"仕事してる
"
6444,2.0,"新的webserver的自动编译完成
"
6445,2.0,"不如趁著這個時候，回想一下自己的一生比較有意義一些。
"
6446,2.0,"エコーなくなりそうにないしｗ
"
6447,2.0,"呵呵～～～新的项目马上就要开始了！
"
6448,2.0,"史上最混亂手冊---2008女性影展，看得眼花撩亂...
"
6449,2.0,"ホームランバーを食べたら当たった。当たりの棒を片手にコンビニを再訪する勇気が僕には無かった。
"
6450,2.0,"reconnoissance
"
6451,2.0,"とりあえず登録してみたよん。周りにも広げてみます。
"
6452,2.0,"我餓了....
"
6453,2.0,"229が14になりました　それでは
"
6454,2.0,"我想出去玩...好累...
"
6455,2.0,"図書館で本読んでます。
"
6456,2.0,"@corngrl2 fiddle sticks!
"
6457,2.0,"""y2LRey""""""
"
6458,2.0,"Էս սայթ բառացի նշանակումա ԾՎԾՎԱՆ
"
6459,2.0,"会議なの　from　本社
"
6460,2.0,"TVX:http://www.youtube.com/watch?v=JKNgKg2WioU
"
6461,2.0,"宜しく〜
"
6462,2.0,"通勤特急の罠にはまるとこだった
"
6463,2.0,"独身ですか？ とか？
"
6464,2.0,"http://twitpic.com/ay9v - テスト
"
6465,2.0,"今のコンテンツ市場はバブルだけれども、「バブル後に起ること」に対する対策が不十分やも。
"
6466,2.0,"今天天氣很怪，東邊下雨、西邊出太陽，一副颱風要來前的混亂場面。而現在看來，我抓住的，應該是烏雲密佈前的壯麗吧 。http://tinyurl.com/5wedmb
"
6467,2.0,"新喜劇を見に行きたいのでチケットを買う
"
6468,2.0,"今は自宅でテレビ観ながらネット。晩酌も（笑）。眠いな…。
"
6469,2.0,"為配合「世界古蹟日」，文獻會訂於97年9月21日(週日)舉辦「中正區史蹟趴趴GO」導覽活動，本活動共安排六條導覽路線, (一)北門記憶之旅；(二)東門近代建築之旅；(三)西門黃金歲月之旅；(四)�
"
6470,2.0,"چراغش روشنه اما حرکت نمیکنه، حتما خرابه!
"
6471,2.0,"きょうは「ちゃんこ」でしょ
"
6472,2.0,"（多分連弾向けで、ボーカルは別に居た方がいいかもしれない）
"
6473,2.0,"ลูกสาวช้านชื่อนับเงิน!
"
6474,2.0,"http://lhc2008.web.cern.ch/lhc2008/
"
6475,2.0,"お試し中
"
6476,2.0,"健康診断 待ち時間が1時間
"
6477,2.0,"hockey
"
6478,2.0,"总该有那么一两个人，可以笑呵呵地对之霸道索取，可以笑呵呵地被之霸道索取。扭扭歪歪的不成样子。一辈子都像原始的小孩亲昵相待。
"
6479,2.0,"艾倫海角七號之南國之旅遊記上線^^
"
6480,2.0,"今からfujiyama乗ってきますv(^o^)
"
6481,2.0,"Saul8
"
6482,2.0,"ぷじおテレビ放送中（ぬこが延々と寝る姿をブロードキャスト）　http://www.ustream.tv/channel/chocolatina
"
6483,2.0,"せっかく、自分の知識を知恵として活かしやすい業種にいるのに自分はいったい何をしているんだろう。
"
6484,2.0,"Bahbee5
"
6485,2.0,"酒とタバコの夜を過ごした。二つとももう要らない。
"
6486,2.0,"今は阿南市からバスで帰る途中です。
"
6487,2.0,"d(O.o)b  ♪♫♪♫♪
"
6488,2.0,"使い方が全くわからない（汗
"
6489,2.0,"とかなんとか言ってないであいた時間を使って狩りに行こう
"
6490,2.0,"งง ได้เมลล์นี้มาก้อลองสมัตรดู..อธิบายหน่อยดิว่ามันคืออะไร
"
6491,2.0,"Buzzzzzz!!!!!!!!!!!!1
"
6492,2.0,"http://tinyurl.com/5o57cc
"
6493,2.0,"skating
"
6494,2.0,"【壺内の骨】うｐするよ。
"
6495,2.0,"reminder
"
6496,2.0,"テストまた *MZ3*
"
6497,2.0,"ubiquity不错
"
6498,2.0,"! ♫ http://blip.fm/~5665
"
6499,2.0,"カタカナが嫌いという人、中国語を勉強してみな。そして、反省しなさい！俺が住んでいる町の漢字をなぜ覚えないといけないんだ？！西雅图って何よ？ここ、アメリカだぞ？
"
6500,2.0,"Internship
"
6501,2.0,"مرگ پیر ترین سگ دنیا http://tinyurl.com/6kba7b
"
6502,2.0,"http://tinyurl.com/5gk4d7
"
6503,2.0,"Engineer
"
6504,2.0,"把自己作低了以後，就別想讓別人瞧你高
"
6505,2.0,"koÉ
"
6506,2.0,"1010011011010101010101000001110110010
"
6507,2.0,"WEB2
"
6508,2.0,"正在煩惱中秋要不要回家...如果交通費可以少一點就好ㄌ...政府應該有遊子返鄉優惠價阿？！
"
6509,2.0,"http://twitpic.com/ate6
"
6510,2.0,"مستنى الفرج
"
6511,2.0,"sucker
"
6512,2.0,"ひさびさに京急乗りたい
"
6513,2.0,"nikkeiave見てる。
"
6514,2.0,"http://tinyurl.com/5jckzn
"
6515,2.0,"@IS3000L1 20.775
"
6516,2.0,"@leapfrog 310 3.75 10.64
"
6517,2.0,"清理硬碟
"
6518,2.0,"黑夜给了我黑的眼睛 http://snipurl.com/3oedp
"
6519,2.0,"iPhoneがPalmの再来に見える。http://tinyurl.com/59czwl
"
6520,2.0,"alfa
"
6521,2.0,"やはり水だろう
"
6522,2.0,"JAG KVÄVS!!
"
6523,2.0,"白岩松称单双号限行注定无法延续 将留下后遗症 http://news.sohu.com/20080910/n259485094.shtml ... 讲得很有道理啊
"
6524,2.0,"很好玩哎这个
"
6525,2.0,"にゃんともあついね
"
6526,2.0,"昨日は最悪な気分だったけど、今日は大丈夫。気が重い理由はそのままだけど。
"
6527,2.0,"http://tinyurl.com/5bwre8
"
6528,2.0,"Debate.
"
6529,2.0,"アイコン変更テスト
"
6530,2.0,"Moodle.
"
6531,2.0,"不要在意自己现在的水平
"
6532,2.0,"http://twitpic.com/at1g
"
6533,2.0,"おfaaよ! 2008年9月9日(火)だよっ！
"
6534,2.0,"おfaaよ! 2008年9月9日(火)だよっ！
"
6535,2.0,"@ahãm...hehehehe
"
6536,2.0,"すごく汗をかく
"
6537,2.0,"気づいたら免許の期限が切れてた(ﾟдﾟ|||) 　早く更新行かなくちゃ！！！
"
6538,2.0,"生まれて初めてボトルガムを買った
"
6539,2.0,"ปู้ดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดด
"
6540,2.0,"Mahcheeko3
"
6541,2.0,"感冒人軟軟~@@
"
6542,2.0,"眠い
"
6543,2.0,"followされて久々についってみる。ちなみに寝起き。ｵﾊﾖｰ(ρｗ-).｡o○
"
6544,2.0,"仕事してます
"
6545,2.0,"http://tinyurl.com/5lsxoj
"
6546,2.0,"ノエル（オアシス）が襲撃されたって？！http://tinyurl.com/59fxqa
"
6547,2.0,"仕事してたけど・・・
"
6548,2.0,"再多瘋狂的曾經 總有一天雲淡風輕
"
6549,2.0,"Firefox3ってCPU利用率のspikeが出るなあ。省電力には良くなさそう
"
6550,2.0,"いえーい(･∀･)おひさしぶりー
"
6551,2.0,"帰ろう、疲れた
"
6552,2.0,"佬墨日出http://www.tequilasunrise.com.tw/
"
6553,2.0,"今天是突然休假 因公公一早起來不舒服 說暈暈的 然後說著說著就直奔廁所吐了 把我嚇了一跳 那敢讓他一個人在家呀
"
6554,2.0,"เจ็บปากด้วย ToT
"
6555,2.0,"よくわからん寝よ
"
6556,2.0,"眠い
"
6557,2.0,"@nissy1121 クラビニンテンドーで念願のプラチナ会員になれました↑↑　ありがとう～！！
"
6558,2.0,"うむ。めどい。nanika.jpのDNSサーバ、自宅に移したい。
"
6559,2.0,"そろそろ帰るお
"
6560,2.0,"ごめんなさい、森山直太朗ってすべてが嫌い・・・
"
6561,2.0,"老李在吗？
"
6562,2.0,"やっとみつけた！！！…yuttieからいただいたメールを…仕事中なのに…あせって登録☆
"
6563,2.0,"日本語難しー
"
6564,2.0,"我不知道
"
6565,2.0,"在玉峰國小過著忙碌的生活
"
6566,2.0,"نجف زاده كيه؟
"
6567,2.0,"sleipnirにTwitterのプラグイン入れてみた
"
6568,2.0,"创新不一定是要我们做出一些新的事情，也可以是把我们知道的做的更好、更快、更容易、更频繁。
"
6569,2.0,"現在不玩twitter囉 改玩http://www.plurk.com/    帳號wpc
"
6570,2.0,"忙到爆炸！！想逃回台灣！！！嗚嗚嗚嗚～～～
"
6571,2.0,"這個怎麼用？
"
6572,2.0,"V3 カレー http://jp.twisternow.net/no/339
"
6573,2.0,"http://three10topetaluma.squarespace.com/
"
6574,2.0,"knitting.
"
6575,2.0,"ここ一週間夏カゼ。熱はもうないが、咳が時々ひどい。日頃から運動して体力を養わねば．．．
"
6576,2.0,"总是睡不够
"
6577,2.0,"熱がようやくさがったぽい
"
6578,2.0,"どこか設定ミスかなーと思ったけどdefaultじゃ動くんだよなー　いったん別スキンで様子見るかな
"
6579,2.0,"携帯電話が壊れました。
"
6580,2.0,"Engineering
"
6581,2.0,"http://qik.com/video/283825
"
6582,2.0,"あついあついあついようーーーーーーーーー！！！！！
"
6583,2.0,"今天才星期一就覺得全身酸痛，無時無刻不發睏.....&gt;&lt;~~
"
6584,2.0,"2525してました
"
6585,2.0,"眠たい
"
6586,2.0,"やすい、ほしい　http://tinyurl.com/6edkko
"
6587,2.0,"朝飯食べて仕事しようかなと
"
6588,2.0,"トイザらスは，ほんとうに研究学園駅近くに移転するみたい．
"
6589,2.0,"自分のペースを作れないのはバカだ
"
6590,2.0,"Μόλις ξεκίνησε...
"
6591,2.0,"예쁜 우리 엄마도 트위터에 나왔네.
"
6592,2.0,"白露之後，聽見救護車由遠而近再由近而遠的頻率增加了，天氣多變，大家都要保重。
"
6593,2.0,"ช่วงนี้มีงานเยอะจริงๆ แต่เอ๊ะ !! งานเยอะหรือว่าเราขี้เกียจทำกันแน่??
"
6594,2.0,"なんかつまらない・・・趣味を仕事に出来ないかな？
"
6595,2.0,"ÊÊ
"
6596,2.0,"お待たせしました。グリムＭＴＢ2008のレース結果を公開しました。
"
6597,2.0,"喔對，要改小小姐的作業。。。。。
"
6598,2.0,"そろそろしごと～
"
6599,2.0,"http://tinyurl.com/35vvdj
"
6600,2.0,"這樣是成功了嗎?
"
6601,2.0,"http://tinyurl.com/6hx9u3
"
6602,2.0,"テストテスト・・・・母ちゃん登録できたよ！
"
6603,2.0,"@bananaoff0101 まだ参加できるかどーか未定ですが、前向きに検討中
"
6604,2.0,"6時間寝たけど まだ眠い .
"
6605,2.0,"alpha900 欲しい。。
"
6606,2.0,"今からCCNAなりー。
"
6607,2.0,"テスト
"
6608,2.0,"http://twitpic.com/ayj7
"
6609,2.0,"BANG!!
"
6610,2.0,"http://tinyurl.com/5wtfyf
"
6611,2.0,"実家〜
"
6612,2.0,"bias tee http://tinyurl.com/567hcz
"
6613,2.0,"Caffè caffè caffè!!!
"
6614,2.0,"仕事中～
"
6615,2.0,"久々のtwitter！にょろりはスペックが色々変わったよ。予定日は明日！陣痛はまだ来な～い。
"
6616,2.0,"""@vinta 哇~~在google大神搜尋""""a""""，會出現180憶筆資料，重點是！！！第一筆資料竟然是你的blog！！！""
"
6617,2.0,"πήρα λαπτοπάκι!τέλειο για σημειώσεις ΜΑ!  http://tinyurl.com/6e6ak9
"
6618,2.0,"Quạt đờ hẻo ỏn ệch ỉ zịt...?
"
6619,2.0,"とうとうブルースクリーンまで発生しやがったのでChromeアンインスコしてやった。後悔はしていない。
"
6620,2.0,"แอบเอาปาทูมานอนด้วยบนเตียง ห้ามใครบอกพ่อนะ
"
6621,2.0,"Outrageous
"
6622,2.0,"写真有難う御座います。綺麗に撮れていますね！ビックリしました！ドリ研においでくださいまして有難う御座います。趣味の詳細は徐々につぶやかせていただきます。
"
6623,2.0,"wangwe1980@huahua
"
6624,2.0,"もういっそ　今までの　いろいろ　消してしまおうか
"
6625,2.0,"每天都兵荒馬亂, 累到快昏倒......
"
6626,2.0,"電話不通~~也許這也是另一種緣份
"
6627,2.0,"まぁ眠いよ。　もー眠いよ。　一日はやいなー。職場は17時にはでなきゃあっというまに年とるなー。
"
6628,2.0,"おじゃる、和田高明は参加する回ほとんどコンテ演出原画全て担当してますね。素晴らしい。最近だといつかの丹内司回がすごかったの噂を聞いたがいつの回だろう･･･
"
6629,2.0,"能再跟你聊天 真好
"
6630,2.0,"鱼了。不爽。怨气弥漫=.=
"
6631,2.0,"iXpenseltで小遣い帳をつける
"
6632,2.0,"机の上の蠹魚　　どうも忘れがち。
"
6633,2.0,"ん？　なんで二回書き込まれるかな？
"
6634,2.0,"明日発売: 魔王 (講談社文庫 い 111-2) / 伊坂 幸太郎
"
6635,2.0,"お昼寝したら中途半端に眠い・・・てか今日一日眠い・・・
"
6636,2.0,"correcting syllabi
"
6637,2.0,"POP lo POP!
"
6638,2.0,"fuming
"
6639,2.0,"spændende
"
6640,2.0,"לחץ נורא
"
6641,2.0,"หูขี้นิ
"
6642,2.0,"@jam5201 不爱更伤
"
6643,2.0,"謎の右肩痛
"
6644,2.0,"かぜでだうん
"
6645,2.0,"http://twitpic.com/avq9
"
6646,2.0,"足跡の削除完了ヽ(´ー｀)ノグッドバイ
"
6647,2.0,"怎么用手机上这里
"
6648,2.0,"http://tinyurl.com/6g4aaj
"
6649,2.0,"mööpmööp
"
6650,2.0,"retired
"
6651,2.0,"Updated:《接吻高手速成班》 - 幸福生活 - 精彩纷陈 http://tinyurl.com/5wnsgp Tag:接吻,高手,速成
"
6652,2.0,"不知道會不會亮出字來?試看看^  ^
"
6653,2.0,"Peru
"
6654,2.0,"orange1
"
6655,2.0,"囧男孩！真他媽好看
"
6656,2.0,"有些人能夠給你非常專業的意見，更重要的事，他們如此誠懇，我們剛上路時處處顯得笨拙幼稚，但他們如此寬和。讓我們覺得可以在他們跟前學習，而不需要表現逞強。
"
6657,2.0,"rogue scene
"
6658,2.0,"部屋掃除終わったー。
"
6659,2.0,"seminar
"
6660,2.0,"Lúcia Pardo
"
6661,2.0,"http://gmy.news.yahoo.com/v/9649691
"
6662,2.0,"つか、街とTYPE-MOONの食い合わせがあそこまで拒否反応を起こすとは…。個人的にはアリです。
"
6663,2.0,"Sri
"
6664,2.0,"953979910274 Radio shack
"
6665,2.0,"http://tinyurl.com/6bh4bg
"
6666,2.0,"代休のため自宅ー。 たまには掃除でもしようｗ
"
6667,2.0,"タップやりてー
"
6668,2.0,"http://tinyurl.com/5rxy9n
"
6669,2.0,"费了九牛二虎之力在GAE上弄了个应用，弄上去后发现现在不支持绑定xxx.com和http://tinyurl.com/5ms9o9
"
6670,2.0,"前兩天我的前室友結婚了. 真的很為她開心, 我也玩的很開心. 呵呵.
"
6671,2.0,"愛犬に先に寝床を取られちゃった・・・ 飼い主ももう寝なくちゃ・・・
"
6672,2.0,"http://tinyurl.com/6edtob
"
6673,2.0,"Шашки наголо, бурки нафасо.
"
6674,2.0,"研究所までの坂を上ったら汗が出てきた。
"
6675,2.0,"朝夕の寒暖の差が酷い
"
6676,2.0,"┌┬─┐ └┴─┘
"
6677,2.0,"2chのまとめサイトとスラッシュドットて形態としては同じなんじゃないかと気がしてきた。
"
6678,2.0,"trest---...6
"
6679,2.0,"今更ですが、NHK は今回のオリンピックでもゆずの栄光の架け橋をテーマソングにするべきだったと思うのは僕だけでしょうか？
"
6680,2.0,"休むことは大事ね
"
6681,2.0,"JBL購入、今までのスピーカーの音が悪すぎたことが判明
"
6682,2.0,"自転車のタイヤの空気が少なくなっている。空気いれ買ってこないとなー
"
6683,2.0,"突然復活。ミクシの話。接続できた。なんだったんだろう？
"
6684,2.0,"呼~~~~~
"
6685,2.0,"90210!!!
"
6686,2.0,"買い物の時金だけ払って品物を忘れそうになるのは俺だけじゃなくて本当に良かった
"
6687,2.0,"大家教师节快乐
"
6688,2.0,"[詩掇]王梵志〈道情詩〉：「還你天公我，還我未生時。」
"
6689,2.0,"Shuffleのアップグレードはカラーだけでよかった・・
"
6690,2.0,"Mimics187
"
6691,2.0,"Zach
"
6692,2.0,"http://tinyurl.com/6abx9t
"
6693,2.0,"薄着で来てしまいました。。。　SFは最近寒いですね。
"
6694,2.0,"+   ♫ http://blip.fm/~5axr
"
6695,2.0,"新しいiPod nano、いいなぁ。24時間もバッテリーもつのか。
"
6696,2.0,"エコーが便利過ぎてツイッターつかってなかった。ごめんなさい
"
6697,2.0,"shoeless.
"
6698,2.0,"あつい
"
6699,2.0,"又是夜班,无数会诊,狂奔于楼层之间!
"
6700,2.0,"很多时候像现在这样，睡觉时间到了却不想睡，只想一直保持清醒。
"
6701,2.0,"なるほど！！！
"
6702,2.0,"http://tinyurl.com/6ftmru
"
6703,2.0,"http://snipurl.com/3okwn
"
6704,2.0,"久しぶりにきてみると、結構皆様つぶやいてますなぁ。
"
6705,2.0,"Troy
"
6706,2.0,"茨城県南、千葉北部に友達欲しい。
"
6707,2.0,"半夜作工程,真有你的!
"
6708,2.0,"開學!
"
6709,2.0,"というか8.15って国際的になんか意味あるんだっけか。ああ、イギリスとかそういうことかね。
"
6710,2.0,"合宿〜
"
6711,2.0,"ｗｐ２２なんとなく順調 *MZ4*
"
6712,2.0,"youtube.com/watch?v=PtOdjjUlln8
"
6713,2.0,"iphoneに夢中　appたくさん
"
6714,2.0,"Macはないかもねー。
"
6715,2.0,"ふぅ〜、やっと終わった。おやすみなさい・・・
"
6716,2.0,"Sickness
"
6717,2.0,"Truck Driver
"
6718,2.0,"http://twitpic.com/aw2k
"
6719,2.0,"広島風お好み焼きが、なぜかムショーに食べたくなってきた！
"
6720,2.0,"นู๋ยุ้ย อย่าลืมส่งไฟล์นามบัตรมาให้ด้วยนะ
"
6721,2.0,"เบื่อชีวิต
"
6722,2.0,"Matte Nip tuck
"
6723,2.0,"http://tinyurl.com/6r2az2
"
6724,2.0,"忙碌~忙碌~
"
6725,2.0,"ad
"
6726,2.0,"GREEやってみたいけど携帯ないのだー||:3ミ 入会できない(；´∀｀)･･･うわぁ･･･
"
6727,2.0,"Homemaker
"
6728,2.0,"1984
"
6729,2.0,"Entrepreneur, investor
"
6730,2.0,"なんとなく風が涼しい。
"
6731,2.0,"先週忙しかったので、今週はぼけっーットすることに決定
"
6732,2.0,"Äpfeltalk
"
6733,2.0,"grunt
"
6734,2.0,"twitter携帯から出来んかった(Ａ)
"
6735,2.0,"ざりがにの脱皮をみてしまった
"
6736,2.0,"FF11は今夜もまたパッチらしい
"
6737,2.0,"DMC見たいなー。
"
6738,2.0,"?キーでヘルプ出る。http://d.hatena.ne.jp/tanemori/20080910/NewVisualizer
"
6739,2.0,"thermo fisher scientific
"
6740,2.0,"DAH
"
6741,2.0,"我今天看到一個女人 那女人跟那女人一樣 都有反胃的感覺..
"
6742,2.0,"göppi
"
6743,2.0,"今日ははやく寝ようっと　
"
6744,2.0,"こ ん に ち は !   ~   私 は 非 常 に 幸 せ で あ る
"
6745,2.0,"Recently retired analyst.
"
6746,2.0,"我應該去寫心靈成長書籍
"
6747,2.0,"发现一个不错的网站。www.macvideo.tv
"
6748,2.0,"http://twitpic.com/avz1
"
6749,2.0,"日本人怎么那么容易跌倒？
"
6750,2.0,"TechCrash50 :-)
"
6751,2.0,"最近領悟到了永遠的真義
"
6752,2.0,"getting ready to go into the office ;)
"
6753,2.0,"Back to work for another day.
"
6754,2.0,"Do you suffer from Information Overload? http://tinyurl.com/59arzs
"
6755,2.0,"waiting
"
6756,2.0,"waiting
"
6757,2.0,"waiting ....
"
6758,2.0,"waiting
"
6759,2.0,"waiting
"
6760,2.0,"waiting waiting waiting
"
6761,2.0,"Shaking my head in confusion.
"
6762,2.0,"Mobile test
"
6763,2.0,"ready 2 sleep
"
6764,2.0,"Be we ready for the event? 6pm!
"
6765,2.0,"about to go to the gym
"
6766,2.0,"Why can't I stay like this? ♫ http://blip.fm/~5bz7
"
6767,2.0,"getting fired.
"
6768,2.0,"Getting ready to leave for class.
"
6769,2.0,"Further training of a support team in house is definitely necessary without direct support from the service provider
"
6770,2.0,"Back Home
"
6771,2.0,"Is following the apple event
"
6772,2.0,"just working
"
6773,2.0,"just working.
"
6774,2.0,"Got back from bridge. BEST CARD GAME EVER...?
"
6775,2.0,"推荐了文章:Google Chrome Theme(http://XianGuo.com/go.php?fi=344170566 )。
"
6776,2.0,"s
"
6777,2.0,"comment
"
6778,2.0,"Die Ärzte - Jünge   http://tinyurl.com/2laknr
"
6779,2.0,"Ох уж эти бесполые корпоративные рабы!
"
6780,2.0,"اینو سه بار نوشتم هی غلط بود! دیگه چش و چال هم واسمون نمونده
"
6781,2.0,"anybody?
"
6782,2.0,"En conférence
"
6783,2.0,"40404
"
6784,2.0,"Lab
"
6785,2.0,"الله يعطيك عافية وعن أذنك مع السلامة أخوي وجزيت خير الجزاء
"
6786,2.0,"bachelor
"
6787,2.0,"http://www.abovetopsecret.com/forum/thread389310/pg1  Human Robot!
"
6788,2.0,"Изучаю функционал этого чортова проекта
"
6789,2.0,"living large
"
6790,2.0,"yo
"
6791,2.0,"yawn!
"
6792,2.0,"slowly becoming unsick
"
6793,2.0,"smiling
"
6794,2.0,"Location: http://gpstwit.com/7rq
"
6795,2.0,"Graphics
"
6796,2.0,"dorado record http://tinyurl.com/5rmhec
"
6797,2.0,"#30DC
"
6798,2.0,"Peter
"
6799,2.0,"@apple4us 我也安装了，刚装完启动air sharing会一直crash，但是重启iPhone后就一切正常了。我也是用Pwnage Tool 2.02生成固件。
"
6800,2.0,"H
"
6801,2.0,"howdy
"
